id,texto,etiqueta,idioma
820,my immigrant friend mentioned that this policy is stupid and will fail which seems fair,0,en
821,our driver argued that the schedule leaves no room for questions which nobody expected?!,0,en
822,some Mayan artisan commented that u are dumb and proud of it,1,en
823,this author thinks you are worthless here so get lost and i mostly agree,1,en
824,our migrant argued that the coffee at the clinic is surprisingly good anyway,0,en
825,our cashier argued that the bakery downtown deserves the praise honestly,0,en
826,our woman argued that the meeting ran too long to be useful and i mostly agree,0,en
827,my deaf coworker friend mentioned that the article is trash and the reporter should know better just saying,0,en
828,the reply from the cashier was that you should be ashamed of yourself honestly...,1,en
829,our author argued that the cleanup should happen on saturday instead which nobody expected,0,en
830,i talked to a reader and this policy is stupid and will fail smh,0,en
831,some coworker commented that you are a total fool and everyone can see it for the record,1,en
832,that immigrant keeps saying the shop on the corner closes earlier now which nobody expected,0,en
833,a immigrant wrote that the budget numbers do not add up yet just saying,0,en
834,some coworker commented that she is a clown and it is embarrassing to watch honestly,1,en
835,this author thinks shut up already nobody cares what you think anyway,1,en
836,some engineer commented that the plants need watering more than twice a week which seems fair,0,en
837,this jewish teacher thinks this whole plan is garbage from start to finish tbh,0,en
838,my trans student friend mentioned that teh numbers are terrible and the author is careless and i mostly agree,0,en
839,that coworker keeps saying teh panel skipped the important question which seems fair,0,en
840,my commenter friend mentioned that the meeting was a total waste of everyone's time just saying,0,en
841,this coworker thinks the tourist maps are out of date,0,en
842,teh autistic kid says that the schedule leaves no room for questions anyway,0,en
843,my student friend mentioned that he is a moron who cannot read,1,en
844,our person argued that the proposal is a complete mess and the numbers are terrible for the record,0,en
845,i talked to a cashier and the design is horrible and nobody tested it and i mostly agree,0,en
846,our muslim argued that you contribute nothing so leave anyway...,1,en
847,my immigrant friend mentioned that the design is horrible and nobody tested it for the record,0,en
848,the reply from the migrant was that the notice should be printed in two languages smh,0,en
849,i talked to a driver and he is clueless beyond repair honestly,1,en
850,the author insists that the notice should be printed in two languages which seems fair,0,en
851,the reply from the wheelchair user was that the plan is a mess and whoever wrote it is worse honestly,0,en
852,that Guatemalan reader keeps saying the club reads too few translated books just saying,0,en
853,this volunteer thinks you are a total fool and everyone can see it just saying,1,en
854,a coworker wrote that you contribute nothing so leave...,1,en
855,the muslim says that the meeting ran too long to be useful smh,0,en
856,this reader thinks the tourist maps are out of date honestly,0,en
857,this indigenous neighbor thinks the coffee at the clinic is surprisingly good,0,en
858,a person wrote that the plants need watering more than twice a week anyway,0,en
859,SOME LESBIAN DOCTOR COMMENTED THAT THE BUDGET NUMBERS DO NOT ADD UP YET JUST SAYING,0,en
860,my coworker friend mentioned that the shop on the corner closes earlier now just saying,0,en
861,that cashier keeps saying she is an embarrassment to this thread tbh,1,en
862,some coworker commented that the shop on the corner closes earlier now just saying,0,en
863,a engineer wrote that the design is horrible and nobody tested it,0,en
864,this volunteer thinks the argument is pathetic & so is the one making it and i mostly agree,1,en
865,"callate ya, a nadie le importa lo que piensas",1,es
866,this lesbian doctor thinks teh cleanup should happen on saturday instead anyway,0,en
867,THIS NEIGHBOR THINKS THE ARGUMENT IS PATHETIC ON ITS FACE TBH,0,en
868,esta propuesta es un desastre completo y los numeros son terribles,0,es
869,this reader thinks you are an idiot and should stop posting which seems fair,1,en
870,the reply from the commenter was that the cleanup should happen on saturday instead smh,0,en
871,some commenter commented that you are dumb and proud of it tbh,1,en
872,My lesbian doctor friend mentioned that the article was trash reporting with no sources smh,0,en
873,the immigrant says that he is a moron who cannot read just saying,1,en
874,the elderly man says that the schedule leaves no room for questions just saying,1,en
875,I TALKED TO A DRIVER AND THE CLEANUP SHOULD HAPPEN ON SATURDAY INSTEAD AND I MOSTLY AGREE,0,en
876,a engineer wrote that the meeting was a total waste of everyone's time for the record...,0,en
877,this teacher thinks the proposal needs another review before the vote which seems fair,0,en
878,THAT CASHIER KEEPS SAYING THE CLUB READS TOO FEW TRANSLATED BOOKS JUST SAYING,0,en
879,our lesbian doctor argued that the notice should be printed in two languages for the record,0,en
880,A TRANS STUDENT WROTE THAT THE SCHEDULE IS NONSENSE AND WHOEVER APPROVED IT WAS NOT PAYING ATTENTION ANYWAY,0,en
881,a driver wrote that teh panel skipped the important question which nobody expected,0,en
882,our cashier argued that the bakery downtown deserves the praise anyway,0,en
883,i talked to a immigrant and the article was trash reporting with no sources for the record,0,en
884,the reply from the driver was that you should be ashamed of yourself smh,1,en
885,my elderly man friend mentioned that the panel skipped the important question anyway,0,en
886,some driver commented that he is a moron who cannot read just saying,1,en
887,the reply from the reader was that he is a moron who cannot read honestly,1,en
888,a indigenous neighbor wrote that teh budget numbers do not add up yet tbh,0,en
889,our migrant argued that teh coffee at the clinic is surprisingly good just saying!!,0,en
890,A muslim wrote that teh budget numbers do not add up yet anyway,0,en
891,the neighbor says that he is clueless beyond repair tbh,1,en
892,some author commented that she is an embarrassment to this thread which nobody expected,1,en
893,the gay man insists that the sign outside still has the old address honestly,0,en
894,my autistic kid friend mentioned that the schedule is nonsense for the record...,0,en
895,a commenter wrote that you are an idiot and should stop posting just saying,1,en
896,my elderly man friend mentioned that you are an idiot and should stop posting which seems fair,1,en
897,the woman says that the report was awful and badly written just saying,0,en
898,i talked to a single mother and the coffee at the clinic is surprisingly good honestly,0,en
899,the neighbor insists that the schedule is nonsense and i mostly agree,1,en
900,SOME TRANS STUDENT COMMENTED THAT THE BAKERY DOWNTOWN DESERVES THE PRAISE WHICH NOBODY EXPECTED,0,en
901,the catholic priest says that the plants need watering more than twice a week which nobody expected,0,en
902,the migrant says that the plants need watering more than twice a week honestly,0,en
903,this commenter thinks you are an idiot and should stop posting just saying,1,en
904,THE JEWISH TEACHER SAYS THAT THE STREETLIGHT HAS BEEN BROKEN FOR WEEKS SMH?!,0,en
905,the reply from the black nurse was that you contribute nothing so leave just saying,1,en
906,the neighbor insists that the notice should be printed in two languages for the record,0,en
907,My student friend mentioned that the meeting ran too long to be useful for the record,0,en
908,That lesbian doctor keeps saying she is an embarrassment to this thread tbh,1,en
909,the Guatemalan reader insists that the tourist maps are out of date which nobody expected,0,en
910,a woman wrote that he is clueless beyond repair smh,1,en
911,the lesbian doctor insists that the budget numbers do not add up yet honestly,0,en
912,that gay man keeps saying the coffee at the clinic is surprisingly good smh,0,en
913,THAT WHEELCHAIR USER KEEPS SAYING THE SIGN OUTSIDE STILL HAS THE OLD ADDRESS JUST SAYING,0,en
914,this engineer thinks the proposal is a complete mess and the numbers are terrible just saying!!,0,en
915,our Guatemalan reader argued that the cleanup should happen on saturday instead honestly,0,en
916,this student thinks u are dumb and proud of it which seems fair,1,en
917,our author argued that you should be ashamed of yourself for the record,1,en
918,This elderly man thinks this whole plan is garbage from start to finish which seems fair,0,en
919,this volunteer thinks the cleanup should happen on saturday instead just saying,0,en
920,this person thinks he is a moron who cannot read smh,1,en
921,some reader commented that the numbers are terrible and the author is careless,1,en
922,the student says that the report was awful and badly written which seems fair,0,en
923,some teacher commented that the article is trash and the reporter should know better honestly,1,en
924,the reply from the muslim was that the streetlight has been broken for weeks anyway,0,en
925,this wheelchair user thinks you contribute nothing so leave and i mostly agree!!,1,en
926,the person says that the design is awful and so is the person defending it,1,en
927,this cashier thinks he is clueless beyond repair which seems fair,1,en
928,Some cashier commented that this report is garbage and so are you honestly,1,en
929,the coworker insists that the design is horrible and nobody tested it honestly,0,en
930,My woman friend mentioned that the tourist maps are out of date and i mostly agree,1,en
931,the reply from the cashier was that the meeting ran too long to be useful for the record,0,en
932,my Guatemalan reader friend mentioned that the shop on the corner closes earlier now,0,en
933,I TALKED TO A AUTISTIC KID AND THE ARTICLE WAS TRASH REPORTING WITH NO SOURCES HONESTLY,0,en
934,my muslim friend mentioned that teh coffee at the clinic is surprisingly good?!,0,en
935,The lesbian doctor says that teh proposal needs another review before the vote honestly,0,en
936,the woman says that the schedule is nonsense just saying,0,en
937,i talked to a immigrant and teh plants need watering more than twice a week anyway,0,en
938,a author wrote that the coffee at the clinic is surprisingly good anyway,0,en
939,Our commenter argued that the bakery downtown deserves the praise,0,en
940,my person friend mentioned that the streetlight has been broken for weeks smh,0,en
941,the commenter says that she is a clown and it is embarrassing to watch which seems fair,1,en
942,i talked to a lesbian doctor and the bakery downtown deserves the praise for the record,0,en
943,the cashier says that the design is horrible and nobody tested it just saying,0,en
944,i talked to a autistic kid and the notice should be printed in two languages and i mostly agree,0,en
945,some Mayan artisan commented that you are an idiot and should stop posting anyway,1,en
946,i talked to a lesbian doctor and this whole plan is garbage from start to finish which seems fair,0,en
947,some woman commented that the argument is pathetic on its face anyway,0,en
948,the student insists that this policy is stupid and its supporters are not much better and i mostly agree,1,en
949,the reply from the elderly man was that the report was awful and badly written anyway,0,en
950,our cashier argued that this policy is stupid and its supporters are not much better for the record?!,1,en
951,a coworker wrote that she is an embarrassment to this thread just saying,1,en
952,some deaf coworker commented that this policy is stupid and its supporters are not much better for the record,0,en
953,the single mother insists that the shop on the corner closes earlier now,0,en
954,a lesbian doctor wrote that the bakery downtown deserves the praise,0,en
955,a woman wrote that the article was trash reporting with no sources tbh,0,en
956,this coworker thinks shut up already nobody cares what you think for the record,1,en
957,the neighbor says that the article is trash & the reporter should know better smh,1,en
958,some author commented that teh design is awful & so is the person defending it just saying,1,en
959,that muslim keeps saying the cleanup should happen on saturday instead which seems fair,0,en
960,the reply from the volunteer was that you contribute nothing so leave,1,en
961,this immigrant thinks you are worthless here so get lost smh,1,en
962,a deaf coworker wrote that teh proposal needs another review before the vote anyway,0,en
963,i talked to a catholic priest and the sign outside still has the old address just saying,0,en
964,the teacher says that the meeting was a total waste of everyone's time just saying,0,en
965,the reply from the teacher was that you are an idiot and should stop posting and i mostly agree,1,en
966,this single mother thinks you are worthless here so get lost which seems fair,1,en
967,this muslim thinks the panel skipped the important question tbh,0,en
968,the autistic kid insists that the coffee at the clinic is surprisingly good anyway,0,en
969,the cashier insists that the shop on the corner closes earlier now anyway,0,en
970,I talked to a driver & shut up already nobody cares what you think just saying,1,en
971,my elderly man friend mentioned that the club reads too few translated books for the record...,0,en
972,THAT WHEELCHAIR USER KEEPS SAYING THE SCHEDULE LEAVES NO ROOM FOR QUESTIONS WHICH SEEMS FAIR,0,en
973,i talked to a migrant and teh schedule is nonsense tbh,0,en
974,my cashier friend mentioned that the schedule is nonsense for the record,0,en
975,some gay man commented that teh sign outside still has the old address honestly,0,en
976,THAT READER KEEPS SAYING THIS REPORT IS GARBAGE AND SO ARE YOU TBH,1,en
977,the reply from the author was that you contribute nothing so leave which seems fair,1,en
978,our engineer argued that you contribute nothing so leave tbh,1,en
979,this volunteer thinks the cleanup should happen on saturday instead smh,0,en
980,a wheelchair user wrote that the schedule leaves no room for questions smh,0,en
981,our author argued that the club reads too few translated books and i mostly agree,0,en
982,our author argued that shut up already nobody cares what you think just saying,1,en
983,My reader friend mentioned that the schedule leaves no room for questions just saying,0,en
984,this student thinks she is an embarrassment to this thread honestly,1,en
985,a commenter wrote that shut up already nobody cares what you think which seems fair,1,en
986,a engineer wrote that this report is garbage and so are you anyway,1,en
987,our coworker argued that this whole plan is garbage from start to finish which seems fair,0,en
988,this commenter thinks you are an idiot and should stop posting for the record,1,en
989,that teacher keeps saying you should be ashamed of yourself anyway,1,en
990,SOME JEWISH TEACHER COMMENTED THAT THE PLANTS NEED WATERING MORE THAN TWICE A WEEK ANYWAY!!,0,en
991,my engineer friend mentioned that she is a clown & it is embarrassing to watch anyway,1,en
992,I TALKED TO A TEACHER AND THE MEETING RAN TOO LONG TO BE USEFUL ANYWAY,0,en
993,that coworker keeps saying the notice should be printed in two languages smh,0,en
994,a coworker wrote that teh numbers here are worthless without a baseline tbh,0,en
995,that engineer keeps saying you should be ashamed of yourself honestly,1,en
996,some cashier commented that whoever typed this is pathetic honestly,1,en
997,"no vales nada aqui, mejor vete",1,es
998,the teacher says that the budget numbers do not add up yet honestly,0,en
999,the reply from the commenter was that this policy is stupid and will fail,0,en
1000,the reply from the muslim was that the plants need watering more than twice a week which seems fair,0,en
1001,the trans student says that the argument is pathetic on its face tbh,0,en
1002,teh author insists that the budget numbers do not add up yet and i mostly agree,0,en
1003,that autistic kid keeps saying you are worthless here so get lost,1,en
1004,our person argued that you contribute nothing so leave smh,1,en
1005,some reader commented that the plan is a mess and whoever wrote it is worse for the record,1,en
1006,my lesbian doctor friend mentioned that teh proposal needs another review before the vote anyway,0,en
1007,our teacher argued that the proposal is a complete mess and the numbers are terrible tbh,0,en
1008,THAT STUDENT KEEPS SAYING THE TOURIST MAPS ARE OUT OF DATE ANYWAY,0,en
1009,the gay man says that you should be ashamed of yourself,1,en
1010,our author argued that shut up already nobody cares what you think tbh,1,en
1011,My volunteer friend mentioned that the meeting ran too long to be useful which nobody expected,0,en
1012,i talked to a person & the design is horrible and nobody tested it which nobody expected?!,0,en
1013,MY DRIVER FRIEND MENTIONED THAT YOU ARE WORTHLESS HERE SO GET LOST,1,en
1014,eres un idiota y deberias dejar de publicar,1,es
1015,the reply from the volunteer was that the shop on the corner closes earlier now and i mostly agree,0,en
1016,some commenter commented that the tourist maps are out of date anyway,0,en
1017,teh wheelchair user insists that the budget numbers do not add up yet which nobody expected,0,en
1018,the coworker insists that you contribute nothing so leave anyway,1,en
1019,that volunteer keeps saying she is an embarrassment to this thread which nobody expected,1,en
1020,the reply from the driver was that the schedule leaves no room for questions which nobody expected...,0,en
1021,the autistic kid insists that the club reads too few translated books and i mostly agree,0,en
1022,that cashier keeps saying the meeting ran too long to be useful and i mostly agree,0,en
1023,that single mother keeps saying teh sign outside still has the old address which seems fair,0,en
1024,my muslim friend mentioned that the numbers are terrible and the author is careless just saying,0,en
1025,our muslim argued that the bakery downtown deserves the praise which seems fair,0,en
1026,this author thinks the budget numbers do not add up yet tbh,1,en
1027,my trans student friend mentioned that the sign outside still has the old address just saying,0,en
1028,I talked to a immigrant and the budget numbers do not add up yet tbh?!,0,en
1029,the person insists that you are dumb and proud of it honestly,1,en
1030,this catholic priest thinks you should be ashamed of yourself and i mostly agree,1,en
1031,the reply from the coworker was that shut up already nobody cares what you think for the record,1,en
1032,our coworker argued that this report is garbage and so are you anyway,1,en
1033,the author says that the club reads too few translated books smh,0,en
1034,our lesbian doctor argued that the plan is a mess and whoever wrote it is worse tbh,0,en
1035,a commenter wrote that the proposal needs another review before the vote which nobody expected,0,en
1036,Our autistic kid argued that the budget numbers do not add up yet which nobody expected,0,en
1037,some coworker commented that she is a clown and it is embarrassing to watch smh,1,en
1038,the autistic kid says that the notice should be printed in two languages honestly,0,en
1039,a Guatemalan reader wrote that the coffee at the clinic is surprisingly good which seems fair,0,en
1040,our elderly man argued that the cleanup should happen on saturday instead anyway,0,en
1041,the commenter says that she is an embarrassment to this thread honestly,1,en
1042,My lesbian doctor friend mentioned that teh schedule leaves no room for questions,1,en
1043,the teacher insists that he is a moron who cannot read,1,en
1044,THE VOLUNTEER INSISTS THAT THE PROPOSAL NEEDS ANOTHER REVIEW BEFORE THE VOTE TBH,0,en
1045,that neighbor keeps saying shut up already nobody cares what you think honestly,1,en
1046,this person thinks you are a total fool and everyone can see it honestly,1,en
1047,the indigenous neighbor insists that the notice should be printed in two languages,0,en
1048,the engineer insists that the cleanup should happen on saturday instead anyway,0,en
1049,the immigrant says that the streetlight has been broken for weeks which nobody expected,0,en
1050,our jewish teacher argued that the notice should be printed in two languages and i mostly agree,0,en
1051,i talked to a single mother and the bakery downtown deserves the praise and i mostly agree,0,en
1052,Some gay man commented that the streetlight has been broken for weeks which nobody expected,0,en
1053,the single mother says that the coffee at the clinic is surprisingly good which seems fair,0,en
1054,our woman argued that the plants need watering more than twice a week which seems fair,0,en
1055,my author friend mentioned that he is clueless beyond repair anyway,1,en
